identifier,hierarcylevel,type,prefLabel,altLabel,translation,description,parent,related,source,creator,closeMatch,relatedMatch,seeAlso 
G3368F,6,Q2,Pipettentränkung,,,"Festigungsmethode, bei der ein sich in Lösung befindliches Polymere als Festigungsmittel mit Hilfe einer Pipette auf das Objekt aufgetropft wird. Die Anwendung kann dabei mehrfach wiederholt werden, um den Sättigungsgrad des Objektmaterials und somit die stabilisierende Wirkung zu erhöhen. Wie bei der Pinseltränkung ist ebenfalls eine große Kontrolle der Auftragung möglich und es können gezielt einzelne Bereiche gefestigt werden.",A9FF5A,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 103.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 264-266.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 111/112. ",LEIZA,,,
BFA1CC,6,Q2,Injektion,,,Festigungsmethode bei der ein sich in Lösung befindliches Polymer mit einer Spritze gezielt in das Objekt bzw. in innere Hohlräume des Objektes eingebracht werden kann. ,A9FF5A,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 103.",LEIZA,,,
A31C7C,4,Q2,Verstärkung,,reinforcement@en,"Methode, bei der ein Objekt durch die mechanische Befestigung auf einem festen Material unterstützt/ stabilisiert wird.",DA9CGG,AF31AG|AG2965|GFD582|B572B5|DF5773|F89522|DF633G|BGGCA4,,LEIZA,http://vocab.getty.edu/page/aat/300223809,,
C7427F,5,Q2,Laminierung (Konservierungsmethode),Hinterklebung,,"Methode, bei der ein fragiles Objekt durch das Hinterlegen mit einem Gewebe (z.B. Glasfaser, Japanpapier, etc.) stabilisiert wird. Durch Tränkung des Gewebes mit einer Polymerlösung entsteht ein stabiles Laminat, das fest mit dem Objektmaterial verbunden ist und dieses bei mechanischer Einwirkung unterstützt.",A31C7C,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 103.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 270/271.",LEIZA,,,
D2D988,5,Q2,Trägerbau,,,"Methode, bei der ein individuell an die Form des Objektes angepasstes Gestell erarbeitet wird, in welches das Objekt eingespannt/aufgelegt/befestigt werden kann. Der Träger ist dabei i.d.R. nicht dauerhaft fest mit dem Objekt verbunden. Durch den Unterbau wird das Objekt bestmöglich gestützt und die mechanische Belastung reduziert. ",A31C7C,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 155-157.",LEIZA,,,
GF41DG,4,Q2,Schutzüberzug,,,Methode zum Schutz der Objektoberfläche vor negativer Einwirkung von außen durch Auftrag eines schützenden Materials,G98FD4,GFD582|D2G12A,,LEIZA,,,
AF1F5C,4,Q2,Trocknung,,,Methode zur Entfernung von Feuchtigkeit aus dem Objekt oder von dessen Oberfläche,G98FD4,D7GGGG|F8323G|A4G4G1,,LEIZA,,,
A44FD4,5,Q2,Gefriertrocknung,Sublimationstrocknung| Lyophilisierung| Lyophilisation,freeze drying@en,,AF1F5C,,,LEIZA,,,
C79561,2,Q2,Restaurierung,Restaurierungsmethode| Restaurierungsmaßnahme,restoration@en| restoration method@en,"Sammelbegriff für Methoden des aktiven Eingriff an einem stabilen oder stabilisierten Objekt, der darauf abzielen, dessen Verständnis, Wahrnehmung und/oder Wertschätzung, zu verbessern, unter Beachtung dessen ursprünglicher Bedeutung sowie der vorgefundenen oder vermuteten Techniken und Materialien ",F37GBB,,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.| ICOM-CC, Terminology to characterize the conservation of tangible cultural heritage, (2008). https://www.icom-cc.org/en/terminology-for-conservation (aufgerufen am 31.10.2024)",LEIZA,http://vocab.getty.edu/page/aat/300053742,https://www.wikidata.org/wiki/Q217102,
CDD613,3,Q2,Reinigung,Reinigen,cleaning@en,"Methode zur Entfernung unerwünschter und/oder potenziell schädlicher Materialien von/aus einem Objekt, um dessen optisches Erscheinungsbild und Lesbarkeit zu verbessern. Der Begriff wird in der Regel vor allem als allgemeinerer Begriff für die Entfernung von locker aufliegenden Verschmutzungen, wie Staub- oder Erdanhaftungen verwendet. Er weist enge Verwandschaft und einen fließenden Übergang zu dem Begriff ""Freilegung"" auf.",C79561,G814D2|C4569A|CC2BBB|D84847|D84847|A341F9,"DIN EN 15898:2020-02, Erhaltung des kulturellen Erbes - Allgemeine Begriffe; Dreisprachige Fassung EN 15898:2019, Deutsches Institut für Normung.| Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S. 63/64.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 84.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 260.",LEIZA,http://vocab.getty.edu/page/aat/300053027,,
FF8792,4,Q2,Trockenreinigung,trockene Reinigung| mechanische Reinigung,dry cleaning@en,Entfernung ungewollter Substanzen ohne Verwendung von Flüssigkeiten. ,CDD613,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 86/87.| Reiner Geschke, Keramikrestaurierung (Berlin 2019),S. 57.",LEIZA,http://vocab.getty.edu/page/aat/300219637,,
C3733A,4,Q2,Feuchtreinigung,feuchte Reinigung,wet cleaning@en,"Entfernung ungewollter Substanzen von der Objektoberfläche mit Hilfe leicht angefeuchteter Reinigungsmedien., die in wischenden, rollenden oder reibenden Bewegungen über die Objektfläche geführt werden.",CDD613,C421BF|A2B746|FGF575|C9G1B6,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 88/89.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 261.",LEIZA,,,
A194CF,4,Q2,Nassreinigung,Spülung|Auswaschung| nasse Reinigung,washing@en,"Entfernung ungewollter Substanzen durch Durchfeuchtung/ Durchnässung des Objektes, z.B. durch Abspülen unter laufendem Wasser oder Eintauchen in eine Reinigungsflüssigkeit. ",CDD613,C421BF|A2B746|FGF575|C5A318,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 88/89.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 261/262.",LEIZA,,http://vocab.getty.edu/page/aat/300053042,
G814D2,3,Q2,Freilegung,Freilegen,uncovering@en,"Methode zur Entfernung unerwünschter und/oder potenziell schädlicher Materialien von der Oberfläche eines Objektes zur Offenlegung der zuvor verdeckten originalen Objektoberfläche. Der Begriff ""Freilegung"" wird, in Abgrenzung zum Begriff ""Reinigung"", in der Regel hauptsächlich im Bezug auf die Entfernung von Korrosions- oder Sinterauflagerungen verwendet. Der Übergang zwischen den Begriffen muss jedoch als fließend und zum Teil nicht scharf abgrenzbar betrachtet werden.",C79561,CDD613,,LEIZA,,http://vocab.getty.edu/page/aat/300053027,
A6A248,4,Q2,maschinelle Freilegung,,,Freilegung der originalen Objektoberfläche durch Verwendung von Maschinen/ maschinellen Geräten,G814D2,ADD53A|G487C2|D8G747|C4C6B6|C5A318|C871CB|BBB987,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.65.",LEIZA,,,
G3GB59,4,Q2,manuelle Freilegung,,,Per Hand ausgeführte Freilegung der originalen Oberfläche ohne Verwendung elektrischer Geräte,G814D2,F71C33|D1C67A|ACB46G|F18C56|G33846,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.64.",LEIZA,,,
G8A626,4,Q2,nasschemische Freilegung,,,Freilegung der originalen Objektoberfläche durch Anwendung von Chemikalien,G814D2,F87124|B3FCA1|A2B746|FGF575,"Janey Cronyn, The Elements of Archaeological Conservation (London 1990), S.65-67.",LEIZA,,,
A13CD1,3,Q2,Klebung,Kleben|Fügung|Babbe,bonding@en,"Methode des Zusammenfügens von Fragmenten und/oder Materialien durch eine adhäsive und kohäsive Verbindung mit Klebstoff, ohne dass das Objektgefüge wesentlich verändert wird. ",C79561,B7B8B6,"Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, S. 86.",LEIZA,http://vocab.getty.edu/page/aat/300053012,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 106 - 118."
F589G5,4,Q2,Infiltrationsklebung,,,"Zweischrittige Klebemethode, bei der die einzelnen Fragmente/Teile zunächst temporär miteinander verbunden werden (z.B. durch kleine Klebebandstreifen, Omega-Häkchen, etc.), bis die ursprüngliche Form des Objektes wieder erkennbar ist. Die tatsächliche Klebung erfolgt im zweiten Schritt, durch den gleichzeitigen Auftrag eines dünnflüssigen Klebemittels auf alle Bruchfugen. Aufgrund des Kapillareffekts zwischen den vorfixierten Bruchkanten wird der niedrigviskose Klebstoff in die Bruchfuge gesogen.",A13CD1,,"Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 64 - 66, 69/70.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 122/123.",LEIZA,,,
AD143A,4,Q2,Aufbaumethode,,,"Klebemethode, bei der die einzelnen Fragmente/Teile nacheinander angefügt/geklebt werden und die ursprüngliche Form des Objektes nach und nach wieder aufgebaut wird. Bei Gefäßen bietet es sich häufig an vom Boden zum Rand aufsteigend zu arbeiten, wobei dies von Objekt zu Objekt jeweils individuell entschieden werden sollte.",A13CD1,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 109/110, 114.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 60-64.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 116/117.",LEIZA,,,
F2BDGC,4,Q2,punktuelle Heftung,,,"Methode, bei der Fragmente lediglich an einzelnen Punkten mit Klebstoffen zusammengefügt werden. Zum Beispiel um bei der Verwendung von Klebstoffen mit langer Aushärtzeit eine erste Fixierung in der gewünschten Position herzustellen. ",A13CD1,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 123.",LEIZA,,,
A24C1D,4,Q2,temporäre Fixierung,provisorische Fixierung| temporäre Montage,,"Methode zur vorübergehenden, nicht dauerhaften Zusammenfügung fragmentierter Objekte, um deren ursprüngliche Form, Konstruktion oder gestalterische Aspekte zu untersuchen oder zu dokumentieren.",A13CD1,,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 116.",LEIZA,,,
CGC619,3,Q2,Ergänzung (Restaurierungsmethode),Ergänzen,filling@en,Methode zur Schließung von Fehlstellen und/oder Vervollständigung fehlender Objektteile durch das Hinzufügen von Material. Wird nach der modernen archäologischen Restaurierungsethik hauptsächlich aus statischen/stabilisierenden Gründen oder zu Rekonstruktion eines vollkommen unkenntlichen Erscheinungsbildes durchgeführt. ,C79561,B7B8B6|FBFFF5,,LEIZA,,,
GAD222,4,Q2,Einfügung,,,"Ergänzungsmethode durch separate Herstellung des fehlenden Formteiles eines Objektes und anschließendes Einpassen/Einkleben in die Fehlstelle. Das separate Ausformen der Ergänzung kann durch freies Modellieren, Abnehmen der fehlenden Form an einer anderen Stelle des Objektes oder separate Abformung an einem dem fehlenden Teil ähnlichen Vergleichsobjekt erfolgen.",CGC619,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 286.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 95 - 106.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 128, 134/135.",LEIZA,,,
CBDC4A,4,Q2,Manschettenergänzung,,,"Ergänzungsmethode, bei der die fehlende Stelle des Objektes mit Hilfe einer, der Form des Objektes entsprechend ausgearbeiteten Manschette hinterlegt oder umschlossen wird. Auf diese Weise kann das Ergänzungsmaterial direkt an das Objekt angegossen und mit wenig Nacharbeit an die benötigte Form der zu ergänzenden Stelle angepasst werden. ",CGC619,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 286, 291/292.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 76-95.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 130 - 135.",LEIZA,,,
DAA82A,5,Q2,einseitige Manschettenergänzung,,,"Variante der Manschettenergänzung, bei der die Fehlstelle nur von einer Seite (bei Gefäßen i.d.R. die Innenseite) hinterlegt wird, beispielsweise mit einer dünnen Plastilinplatte. Von der freien Seite aus kann dann das Ergänzungsmaterial aufgetragen werden. Diese Art der Ergänzung wird insbesondere für Keramikgefäße angewandt und verlangt die Verwendung eines Ergänzungsmaterials, welches auch nach dem Aushärten/Abbinden noch gut mechanisch bearbeitet werden kann (z.B. Gips). ",CBDC4A,FBFFF5,"Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 76- 90.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 128 - 135.",LEIZA,,,
D152G6,5,Q2,beidseitige Manschettenergänzung,,,"Variante der Manschettenergänzung, bei der die Fehlstelle von beiden Seiten (Außen- und Innenseite bei Gefäßen) umschlossen wird. Hierzu werden zwei Manschetten angefertigt, die jeweils die beiden Seiten der Fehlstelle abdecken. Auf diese Weise wird ein der Materialstärke des Objektes entsprechender Holraum erzeugen, der mit einem Ergänzungsmaterial ausgefüllt werden kann. Diese Ergänzungsvariante wird insbesondere für Glasobjekte verwendet. Auch bei der Wahl von Kunstharzen als Ergänzungsmaterial ist diese Variante zu bevorzugen, da Kunstharze nach dem Aushärten nur noch mit relativ großem Aufwand nachbearbeitet werden können.",CBDC4A,FBFFF5,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003) 2nd. ed, S. 286, 291/292.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 92-95.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 130 - 135.",LEIZA,,,
A6F2C7,4,Q2,Tonkernergänzung,,,"Ergänzungsmethode für Objekte (i.d.R. Keramikgefäße), bei denen nur noch wenige Teile/Scherben erhalten sind. Voraussetzung ist ein durchgehendes Profil oder eine eindeutige Zuordnung des Objektes zu einer standartisierten Gefäßform. Durch die Ermittlung der ursprünglichen Innenform und dem Durchmesser des Gefäßes wird ein Tonkern angefertig, der diesen Maßen entspricht. Darauf werden die vorhandenen Objektteile/Scherben positioniert und die Fehlstellen durch Auftrag des Ergänzungsmaterials (meist Gips) gefüllt. Durch den Tonkern erhält das aufgetragene Ergänzungsmaterial bereits die ermittelte ursprüngliche Innenform des Objektes/Gefäßes, sodass lediglich die Außenform an die Form der erhaltenen Objektteile angeglichen werden muss. ",CGC619,FBFFF5,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 136/137.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 130 - 133.",LEIZA,,,
BD119A,4,Q2,Retusche,Kolorieren|Färben,,"Methode zur farbigen Nachfassung ergänzter Bereiche um sie, im Vergleich zum originalen Material, weniger stark in den Vordergrund treten zu lassen. In der Regel werden die Ergänzungen im gleichen Farbton, aber eine Nuance heller als das original Material, eingefärbt.  ",CGC619,AFD671,"Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 150 - 153.",LEIZA,,,
D865C3,3,Q2,Überarbeitung,Rerestaurierung,,"Sammelbegriff für Methoden, bereits durchgeführte Maßnahmen (Altrestaurierungen/-Konservierungen) aber auch temporäre Stabilisierungen z.B. für die Bergung im Feld oder den Transport in die Werkstatt, zu überarbeiten bzw. zu entfernen. Dies kann der Fall sein, wenn z.B. verwendete Materialien im Laufe der Zeit selbst von Abbauprozessen negativ beeinflusst wurden oder ehemals angewandte Methoden/Materialien nicht mehr dem aktuellen Zeitgeist der Restaurierungsethik entsprechend.",C79561,,"Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 74.",LEIZA,,,
F57A2A,4,Q2,temporäre Stabilisierung entfernt,,,"Methode, bei der die für einen temporären Zeitraum gefertigten Stabilisierungen entfernt werden. Dies bezieht sich z.B. auf vorübergehende Einhausungen für den Transport von Objekten.",D865C3,G3GB59|A6A248|G8A626,,LEIZA,,,
DGF99C,4,Q2,Blockbergung aufgelöst,Blockauflösung| Blockbergung ausgeräumt,,"Methode bei der ein en-bloc geborgenes Objekt bzw. Fundkomplex systematisch unter Laborbedingungen freigelegt, dokumentiert und aus dem Blockverbund herausgelöst wird. ",D865C3,,,LEIZA,,,
C6C3CF,4,Q2,frühere Restaurierungsmaterialien entfernt,,removal of previous restoration materials@en,"Methode, bei der im Zuge voran gegangener Konservierungs- und/oder Restaurierungsmaßnahmen eingebrachte Materialien von bzw. aus dem Objekt entfernt werden.",D865C3,,"Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 271-273.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 105.",LEIZA,,,
CA59C2,5,Q2,Klebungen entfernt,,removal of adhesives@en,"Methode, bei der zu einem früheren Zeitpunkt durchgeführte Klebungen gelöst und die verbliebenen Klebstoffreste entfernt werden.",C6C3CF,G3GB59|A6A248|G8A626,,LEIZA,,,
B2642A,5,Q2,Oberflächenbeschichtungen entfernt,,removal of surface coatings@en,"Methode, bei der zu einem früheren Zeitpunkt auf die Objektoberfläche aufgebrachte Beschichtungen entfernt werden.",C6C3CF,G3GB59|A6A248|G8A626,,LEIZA,,,
FGBB54,5,Q2,Ergänzungsmaterialien entfernt,,removal of filling materials@en,"Methode, bei der zu einem früheren Zeitpunkt ausgeführte Ergänzungsarbeiten aus dem Objekt heraus gelöst und entfernt werden.",C6C3CF,G3GB59|A6A248|G8A626,,LEIZA,,,
C364G1,1,Q2,Konservierungs- und Restaurierungsmaterialien,,restoration material@en|conservation material@en,strukturierender Sammelbegriff für sämtliche zur Konservierung und/oder Restaurierung eines Objektes verwendeter (Verbrauchs-)Materialien,CFGDA3,,,LEIZA,http://www.wikidata.org/entity/Q214609| http://terminology.lido-schema.org/lido00132,,
