notation,hierarcylevel,type,prefLabel,altLabel,definition,broader,related,source,creator,closeMatch,relatedMatch,seeAlso 
GD86C1,5.0,Q2,Proteinleim@de,,"natürliches Produkt, bei denen die haftenden Eigenschaften der wiederkehrenden -NH-CO-Bindungen zur Verwendung als Klebstoff/Leim genutzt werden. Das Protein kann dabei aus verschiedenen Quellen und unter unterschiedliche Verfahren gewonnen werden.",C176FC,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S.67.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 184.",LEIZA,,,
FA91B1,6.0,Q2,Glutinleim@de|animal glue@en,Kollagen@de|Tierleim@de,"natürlicher Klebstoff, welcher durch die Verarbeitung von kollagenhaltigen Tierprodukten wie Haut, Knochen und Bindegewebe gewonnen wird. Je nach gewälter Kollagenquelle und Herstellungsart des Leims ergeben sich unterschiedliche Viskositäten, Festigkeiten und generelle mechanische Eigenschaften. Glutinleime werden in Form von erwärmten Lösungen oder Gelen aufgetragen und trocknen durch Verdunstung des Wassers zu einem mehr oder weniger festen Film, wobei eine nicht unerhebliche Schrumpfung eintritt. Sie sind in der Regel gut reversibel und können mit Hilfe von warmem Wasser entfernt werden.",GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",LEIZA,,,
F5BDAB,6.0,Q2,Kaseinleim@de|casein@en,Casein@de,"proteinhaltiger Klebstoff, der aus dem natürlichen Milcheiweiß (Kasein) in Verbindung mit einer alkalischen Substanz wie Kalk, Ammoniak oder Borax hergestellt wird. Durch die Modifizierung entsteht ein wasserlöslicher Leim mit guter Klebekraft, der nach dem Aushärten einen wasserbeständigen Film bildet. Wie andere Proteinleime neigt auch Kaseinleim während der Aushärtung zur Schrumpfung. In der modernen Restaurierung wurde Kaseinleim größtenteils durch synthetische Polymere abgelöst.",GD86C1,,"DIN EN ISO 472/A1:2019-03, Kunststoffe - Fachwörterverzeichnis - Änderung 1: Weitere Einträge (ISO 472:2013/Amd.1:2018); Dreisprachige Fassung EN ISO 472:2013/A1:2018, Deutsches Institut für Normung.| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 205.| Stefano Centenaro, et all, Consolidation and coating treatments for glass in the cultural heritage field: A review. Journal of Cultural Heritage 64, 2023, S. 132 - 143.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 89.",LEIZA,https://cameo.mfa.org/wiki/Casein,,
BA71DA,5.0,Q2,Stärkeleim@de,Stärkeklebstoff@de,"natürlicher Klebstoff, hergestellt durch die Gelatinierung von Stärke aus unterschiedlichen Pflanzen. Mit Wasser angerührte Stärke bildet einen milch weißen Leim mit guter Klebekraft, der je nach gewünschter Anwendung zu unterschiedlichen Konsistenzen verarbeitet werden kann. Stärkeleim war ein häufig verwendeter Klebstoff in der Restaurierungsgeschichte und wird heute teilweiße noch in der Papierverabeitung und Buchbinderei eingesetzt.",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166/167.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",LEIZA,,,
C4AG61,5.0,Q2,Cellulose@de,,"natürliches Polymer aus linearen Glycosemonomeren, dessen Fasern häufig zur Verstärkung von Klebstoffen zugesetzt werden.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.",LEIZA,,,
C143C4,5.0,Q2,Dextrinleim@de|dextrine@en,Dextrin@de,"natürlicher Klebstoff, der durch die gezielte Modifizierung von Stärke, zum Teil unter geringfügiger Zugabe von weiteren Chemikalien, hergestellt wird. In der Konservierung und Restaurierung wurde es früher für die Klebung von Gläsern und Papier, als Klebstoff für Etiketten sowie als Bindemedium für Farben verwendet. Allerdings zeigt Dixtrinleim, wie viele andere natürliche Polymerleime, aufgrund der organischen Natur eine hohe Anfälligkeit für mikrobiellen Befall und eine starke Hygroskopizität, was zu Quellungen und mechanischer Spannung führen kann.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010), S. 286 - 288.| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 194/195.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S.91.",LEIZA,,,
G379BF,5.0,Q2,Gummi arabicum@de,,"natürlicher Pflanzenleim, der aus dem Harz bestimmter Akazienbäume gewonnen wird. Er wird in Form gelber bis farbloser Tropfen oder Brocken verkauft und lässt sich in Wasser zu einem klaren, klebrigen Leim lösen.",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 166.| Wolfgang Knobloch, Ergänzungen und Rekonstruktionen an historischen Objekten aus Metall. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und
Technologie. München 2000, S. 86.",LEIZA,,,
GC7994,5.0,Q2,Kanadabalsam@de|canada balsam@en,Canadabalsam@de,"klebriger und dickflüssiger Naturbalsam, der aus Harzausscheidungen kanadischer Nadelbäume, insbesondere der Tanne (Abies balsamea), gewonnen wird. Frisch ist er farblos bis leicht gelblich, wird jedoch mit der Zeit dunkler und härtet zu einem transparenten, hartlackähnlichen Material aus. Kanadabalsam ist gut löslich in organischen Lösungsmitteln wie Benzol, Xylol oder Terpentinöl und findet Anwendung in der Mikroskopie zum Einschließen von Präparaten. In der Konservierung und Restaurierung wurde es früher aufgrund seiner farblos, klaren Filmbildung zum Teil für die Klebung von Glas und Keramik verwendet.",C176FC,,"Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 248/249.| Reiner Geschke, Keramikrestaurierung (Berlin 2019), S. 87.| https://www.kremer-pigmente.com/elements/resources/products/files/62110.pdf",LEIZA,,,
D769C3,5.0,Q2,Dammarharz@de|dammar@en,,"helles, gelbliches, leicht splitterndes Naturharz, das aus Südostasien stammt und aus den Harzen verschiedener Bäume der Familie der Diptocarpaceae gewonnen wird. Es beginnt bei 90°C weich zu werden, schmilzt bei 180°C und zeichnet sich durch seine Transparenz und gute Löslichkeit in Terpentinöl, Chloroform und anderen organischen Lösungsmitteln aus. In der Konservierung und Restaurierung wird Dammarharz traditionell für die Herstellung von hellen, klaren Schlussfirnissen und als Zusatz in Malmitteln verwendet, da es leicht löslich, reversibel und für die Tempera- und Ölmalerei geeignet ist.",C176FC,,"DIN EN 923:2016-03, Klebstoffe - Benennungen und Definitionen; Deutsche Fassung EN 923:2015, Deutsches Institut für Normung.| https://www.kremer-pigmente.com/elements/resources/products/files/60000-60001.pdf| Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 160.",LEIZA,,,
B2F4F2,5.0,Q2,Mastix@de|mastic@en,,"natürliches Polymer, das aus dem hauptsächlich auf den griechischen Inseln vorkommenden Mastixbaum gewonnen wird. In der Konservierung und Restaurierung wird Mastix, gelöst in Terpentinöl, insbesondere in der Gemälderestaurierung verwendet. Es dient als Bestandteil von Bindemitteln und Firnissen, da es eine glänzende, klare Schicht bildet, die jedoch im Laufe der Alterung vergilbt.",C176FC,,"Hermann Kühn, Conservation and Restoration of Works of Art and Antiquities. Volume 1 (London 1986), S. 160.",LEIZA,,,
FBFFF5,2.0,Q3,[Abform- und Ergänzungsmaterial]@de,Abformmaterial@de|Ergänzungsmaterial@de,"strukturierender Oberbegriff für eine Reihe von Materialien, die sowohl für die Abformung von Objekten als auch für die Ergänzung von fehlenden Teilen verwendet werden.",C364G1,DG8FG3,,LEIZA,,,
A44BG6,3.0,Q2,Silikonkautschuk@de|silicone rubber@en,,"synthetischer Werkstoff auf Basis langkettiger Polysiloxane und diverser Füllstoffe (z.B. pyrogene Kieselsäure, Silkonöl, etc.), der durch Zugabe eines Vernetzers und ggfs. Katalysators zu elastischem Silikongummi vulkanisiert. Es lassen sich je nach Vulkanisationsart und Eigenschaften des Basispolymers unterschiedliche Kautschukklassen sowie Heiß- und Kaltvulkanisation unterscheiden. In der Konservierung und Restaurierung werden meist bei Raumtemperatur vernetzende, zwei-komponentige Systeme (RTV-2) für die Abformung und Herstellung von Negativformen verwendet. Hervorzuhebende Eigenschaften der Silikonkautschucke sind die hohe Abbildungsgenauigkeit, die Langzeitstabilität und die selbsttrennende Wirkung gegenüber den meisten Werkstoffen.",FBFFF5,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 197.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 81/82.",LEIZA,,,
DA841D,4.0,Q2,additionsvernetzender Silikonkautschuk@de|Addition-curing silicone rubber@en,,"zweikomponentiger Silikonkautschuk, der durch eine Additionsreaktion mittels Platinkatalysator bei Raumtemperatur vernetzt. Charakteristisch sind die nahezu schrumpfungsfreie Aushärtung, hohe Zeichnungsgenauigkeit und chemische Inertheit. Beim Auftragen mehrerer Schichten sollte ""Nass in Nass"" gearbeitet werden um einen sicheren Verbund zu gewährleisten. Die Verarbeitung kann durch katalysatorhemmende Substanzen, wie Schwefel oder Amine, gestört werden. In der Konservierung und Restaurierung eignet sich additionsvernetzender Silikonkautschuk besonders gut für die Herstellung von Galvanoformen.",A44BG6,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Susan Buys, Victoria Oakley, The conservation and restoration of ceramics (Great Britain 1998), S. 197.| Stefan Koob, Conservation and Care of Glass Objects (London 2006), S. 81/82.",LEIZA,,,
C76568,5.0,Q2,Smooth On Rebound 25@de,,"Produktname eines additionsvernetzenden Silikonkautschuks der Firma Smooth-On. Laut Herstellerangaben zeichnet sich das Produkt durch seine einfache Anwendung, die hohe Reißfestigkeit und eine vernachlässigbare Schrumpfung besonders für die Herstellung detailreicher Formen aus. Durch die selbstverdickende Eigenschaften kann das Produkt auch auf vertikale Oberflächen tropffrei aufgetragen werden. Die Topfzeit beträgt bei Raumtemperatur ca. 20 Min und die Entformzeit ca. 6 Stunden.",DA841D,,https://www.kaupo.de/shop/out/media/REBOUND_25_40.pdf,LEIZA,,,
AF6D7D,5.0,Q2,Smooth On Mold Star 30@de,,"Produktname eines additionsvernetzenden Silikonkautschuks der Firma Smooth-On. Laut Herstellerangaben ist dieses Produkt aufgrund seiner niedrigen Viskosität besonders Gießfähig und polymerisiert nahezu ohne Schrumpfung zu einem elastischem, stabilen Kautschuk. Durch die Hitzebeständigkeit bis ca. 230°C ist auch das eingießen von niedrigschmelzenden Metallen direkt in die Silikonform möglich. Die Topfzeit beträgt bei Raumtemperatur ca. 45 Min, die Entformzeit ca. 6 Stunden.",DA841D,,https://www.kaupo.de/shop/out/media/MOLD_STAR_SERIE.pdf,LEIZA,,,
GCDG5D,5.0,Q2,Nedform Silikon Addition Transparent 25@de,,,DA841D,,,LEIZA,,,
C5G53A,5.0,Q2,Dentalsilikon@de,,"additionsvernetzender Silikonkautschuk auf Vinylpolysiloxanbasis aus dem Zahnmedizinbereich, speziell entwickelt für die dentale Präzisionsabformung. Charakteristisch ist eine schnelle, zeitlich definierte Abbindezeit und leichte Verarbeitung, wodurch es im Bereich der Konservierung und Restaurierung besonders für eine zeitsparende Abformung kleiner Teilbereiche eines Objektes, z.B. für die Manschettenherstellung zur Ergänzung von Fehlstellen, geeignet ist.",DA841D,,,LEIZA,,,
GD9CA3,4.0,Q2,kondensationsvernetzender Silikonkautschuk@de|Condensation-curing silicone rubber@en,,"zweikomponenten Silikonkautschuk, der durch eine Polykondensationsreaktion mittels Zinnkatalysatoren vernetzt. In der Konservierung und Restaurierung wird kondensationsvernetzender Silikonkautschuk aufgrund seiner einfachen Verarbeitung, Zeichnungsgenauigkeit und moderaten Kosten für die Abformung von Objekten verwendet. Bei dieser Art von Silikonkautschuk ist ein Auftrag in mehrere Schichten, auch nach Polymerisation der Vorherigen möglich. Während der Vernetzungsreaktion werden Alkohole (typischerweise Ethanol) abgespalten, was zu einem Volumenschwund des Silikonkautschuks führt. Aus diesem Grund weist das Material eine begrenzte Langzeitstabilität auf und kann zur Versprödung neigen. Darüber hinaus können austretende Silikonöle bei porösen Materialien zu Verfärbungen führen.",A44BG6,,"https://www.wacker.com/h/medias/6415-DE-Silicone.pdf| Sandra Davison, Conservation and Restoration of Glass (Oxford 2003), S. 221.| Velson Horie, Materials for Conservation. Organic consolidants, adhesives and coatings (London 2010)2, S. 272-276, 280/281.",LEIZA,,,
A6CA1C,5.0,Q2,Elastosil M 4503@de,,"Produktname eines kondensationsvernetzenden Silikonkautschuks der Firma Wacker. Laut Herstellerangaben zeichnet sich das Produkt vor allem durch eine gute Fließfähigkeit, hohe Ein- und Weiterreißfestigkeit, große Dehnbarkeit und Elastizität sowie eine ausgeprägte Langzeitstabilität und Beständigkeit gegenüber Gießharzen aus. Das Produkt hat eine Topfzeit von 75 min (bei Raumtemperatur) und einen Schrumpfrichtwert von 0,5%.",GD9CA3,,https://www.wacker.com/h/de-de/c/elastosil-m-4503/p/000005335,LEIZA,,,
DB5G7D,5.0,Q2,Elastosil M4514@de,,"Produktname eines kondensationsvernetzenden Silikonkautschuks der Firma Wacker. Laut Herstellerangaben zeigt dieses Produkt eine besonders gute Beständigkeit gegenüber Polyester- und Polyurethanharzen, auch bei wiederholter Abformungen. Darüber hinaus besitzt es eine sehr gute Fließfähigkeit und Selbstentlüftung sowie eine hohe Dehnbarkeit und Elastizität, wodurch es sehr gut für die Abformung von Objekten mit starker Hinterschneidungen geeignet ist. Die Topfzeit ist, in Abhängigkeit des verwendeten Härters, mit 60-90 min angegeben, der Schrumpfrichtwert liegt bei <0,4 %.",GD9CA3,,https://www.wacker.com/h/de-de/c/elastosil-m-4514/p/000005338,LEIZA,,,
C9C7C7,5.0,Q2,Elastosil M3500@de,,"Produktname eines standfesten, kondensationsvernetzenden Silikonkautschuke der Firma Wacker, welches in der Vergangenheit am LEIZA für Abformungen verwendet wurde. Das Produkt ist jedoch aktuell nicht mehr verfügbar (Stand 2024).",GD9CA3,,,LEIZA,,,
A8GFCC,5.0,Q2,Bluesil RTV 3325@de,Rhodorsil RTV 3325@de,"Produktname eines kondensationsvernetzenden Silikonkautschuks der Firma Elkem Silicones (früher: Bluestar Silicones), dass in der Vergangenheit unter der Bezeichnung ""Rhodorsil RTV 3325"" vertrieben wurde,. Laut Herstellerangabe zeichnet sich das Produkt durch eine gute Fließfähigkeit, hohe Reißfestigkeit, ausgezeichnete Wiedergabetreue der Oberflächendetails sowie nicht haftende Eigenschaften und hohe Elastizität, die eine leichte Abnahem der Form von dem Originale ermöglichen, aus. Es können eine Reihe verschiedener Härter mit diesem Silikonkautschuk verwendet werden, die die Topfzeit (zwischen 20 - 150 min) sowie die Entformzeit (6 - 24 h) beeinflussen. Die Lineare Schrumpfung wird mit <0,7% angegeben.",GD9CA3,,https://assets.testequity.com/te1/Documents/pdf/elkem/Elkem_95146_RTV-3325-Series_Technical-Data-Sheet_0724.pdf,LEIZA,,,
AC1C85,5.0,Q2,Silikon Kondensation 20 A+B@de,Nedsil 20 TLV@de,"Produktname eines kondensationsvernetzenden Silikonkautschuks der Firma Nedform, welches auch unter dem Namen Nedsil 20 TVL vertrieben wird. Laut Herstellerangabe zeichnet sich das Produkt durch eine gute Fließfähigkeit, feine Detailgenauigkeit und eine sehr hohe Reisfestigkeit aus. Die Topfzeit bei Raumtemperatur wird mit 100 min, die Entformzeit mit 16-20 h angegeben, wobei beides maßgeblich von Mischungsverhältnis und Luftfeuchtigkeit abhängt.",GD9CA3,,https://www.nedform.com/DOC/DE/DE%20-%20Produktinformationen%20Silikon%20Kondensation%2020%20Einsteigerpaket.pdf,LEIZA,,,
D7A4BC,3.0,Q2,Fett@de,,"bei Raumtemeperatur fester Stoff, der aus einem Gemisch aus Triglyceriden mit Estern von Fettsäuren besteht. In der Restaurierung werden Fette haupstächlich als Schmier- bzw. Trennmittel z.B. bei der Abformung von Objekten verwendet.",FBFFF5,,"Charles E. Mortimer, Ulrich Müller, Chemie. Das Basiswissen der Chemie (Stuttgart 2007)9.",LEIZA,,,
D81175,4.0,Q2,Vaseline@de,,halbfestes Gemisch aus gesättigten Kohlenwasserstoffen hergestellt aus verschiedenen Paraffinen und Minderalölen. In der Konservierung und Restaurierung wird Vaseline als wasserabweisendes Schutzmittel und temporäres Trennmittel verwendet.,D7A4BC,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 232/233.",LEIZA,,,
AF1328,4.0,Q2,Stearin@de,,"weißes bis schwach gelbliches, wasserunlösliches Gemisch aus Glycerinestern der Stearinsäure und Palmitinsäure. Es entsteht bei der Fettspaltung, indem das Fettsäuregemisch durch Auspressen von der flüssigen Ölsäure getrennt wird, und hat einen Schmelzpunkt von etwa 60–70 °C. Stearin wird in der Konservierung und Restaurierung teilweise für das Einfetten von Formteilen im Zuge der Abformung bzw. Herstellung von Kopien verwendet.",D7A4BC,,https://www.kremer-pigmente.com/elements/resources/products/files/62500.pdf,LEIZA,,,
